Record Num.,Array Current(A) ,Array Voltage(V),Array Power(W),Load Current(A),Load Voltage(V),Load Power(W),Battery Current(A),Battery Voltage(V),Battery Temp.(℃),Battery SOC(%),Battery Max. Voltage(V),Battery Min. Voltage(V),Array Status,Charging Status,Battery Status,Load Status,Device Status,Daily Energy Consumed(kWh),Monthly Energy Consumed(kWh),Annual Energy Consumed(kWh),Total Energy Consumed(kWh),Daily Energy Generated(kWh),Monthly Energy Generated(kWh),Annual Energy Generated(kWh),Total Energy Generated(kWh)
Record Num.,Array Current(A) ,Array Voltage(V),Array Power(W),Load Current(A),Load Voltage(V),Load Power(W),Battery Current(A),Battery Voltage(V),Battery Temp.(℃),Battery SOC(%),Battery Max. Voltage(V),Battery Min. Voltage(V),Array Status,Charging Status,Battery Status,Load Status,Device Status,Daily Energy Consumed(kWh),Monthly Energy Consumed(kWh),Annual Energy Consumed(kWh),Total Energy Consumed(kWh),Daily Energy Generated(kWh),Monthly Energy Generated(kWh),Annual Energy Generated(kWh),Total Energy Generated(kWh)
17,0.16,19.50,3.30,0.00,13.75,0.00,0.24,13.75,25.00,97,14.88,12.89,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  15:7:0
18,0.17,19.33,3.44,0.00,13.79,0.00,0.25,13.79,25.00,99,14.88,12.89,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  15:18:0
19,0.23,17.43,4.02,0.00,13.87,0.00,0.29,13.87,25.00,100,14.88,12.89,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  15:29:0
20,0.17,18.27,3.17,0.00,13.80,0.00,0.23,13.80,25.00,100,14.88,12.89,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  15:40:0
21,0.16,14.88,2.46,0.00,13.72,0.00,0.18,13.72,25.00,96,14.88,12.89,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  15:51:0
22,0.08,14.55,1.21,0.00,13.54,0.00,0.09,13.54,25.00,90,14.88,12.89,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  16:2:0
23,0.03,14.35,0.53,0.00,13.42,0.00,0.04,13.42,25.00,85,14.88,12.89,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  16:13:0
24,0.00,14.30,0.13,0.01,13.36,0.13,0.01,13.36,25.00,83,14.88,12.89,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  16:24:0
25,0.00,14.42,0.00,0.00,13.31,0.00,0.00,13.31,25.00,82,14.88,12.89,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  16:35:0
26,0.00,11.96,0.00,0.00,13.31,0.00,0.00,13.31,25.00,81,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  16:46:0
27,0.00,5.34,0.00,0.00,13.30,0.00,0.00,13.30,25.00,81,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  16:57:0
28,0.00,2.63,0.00,0.00,13.29,0.00,0.00,13.29,25.00,81,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  17:8:0
29,0.00,0.34,0.00,0.00,13.29,0.00,0.00,13.29,25.00,81,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  17:20:0
30,0.00,0.08,0.00,0.00,13.29,0.00,0.00,13.29,25.00,81,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  17:31:0
31,0.00,0.03,0.00,0.00,13.27,0.00,0.00,13.27,25.00,80,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  17:42:0
32,0.00,0.04,0.00,0.00,13.27,0.00,0.00,13.27,25.00,80,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  17:53:0
33,0.00,0.03,0.00,0.00,13.27,0.00,0.00,13.27,25.00,80,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  18:4:0
34,0.00,0.05,0.00,0.00,13.26,0.00,0.00,13.26,25.00,80,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  18:15:0
35,0.00,0.04,0.00,0.00,13.25,0.00,0.00,13.25,25.00,80,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  18:26:0
36,0.00,0.10,0.00,0.00,13.25,0.00,0.00,13.25,25.00,80,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  18:37:0
37,0.00,0.11,0.00,0.00,13.26,0.00,0.00,13.26,25.00,79,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  18:48:0
38,0.00,0.15,0.00,0.00,13.25,0.00,0.00,13.25,25.00,79,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  18:59:0
39,0.00,0.09,0.00,0.00,13.24,0.00,0.00,13.24,25.00,79,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  19:10:0
40,0.00,0.11,0.00,0.00,13.24,0.00,0.00,13.24,25.00,79,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  19:21:0
41,0.00,0.13,0.00,0.00,13.24,0.00,0.00,13.24,25.00,79,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  19:32:0
42,0.00,0.04,0.00,0.00,13.24,0.00,0.00,13.24,25.00,78,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  19:43:0
43,0.00,0.15,0.00,0.00,13.24,0.00,0.00,13.24,25.00,78,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  19:54:0
44,0.00,0.06,0.00,0.00,13.23,0.00,0.00,13.23,25.00,79,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  20:5:0
45,0.00,0.00,0.00,0.00,13.23,0.00,0.00,13.23,25.00,78,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  20:16:0
46,0.00,0.00,0.00,0.00,13.23,0.00,0.00,13.23,25.00,78,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  20:27:0
47,0.00,0.04,0.00,0.00,13.23,0.00,0.00,13.23,25.00,78,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  20:38:0
48,0.00,0.05,0.00,0.00,13.22,0.00,0.00,13.22,25.00,78,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  20:49:0
49,0.00,0.04,0.00,0.00,13.22,0.00,0.00,13.22,25.00,78,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  21:0:0
50,0.00,0.07,0.00,0.00,13.22,0.00,0.00,13.22,25.00,78,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  21:11:0
51,0.00,0.02,0.00,0.00,13.22,0.00,0.00,13.22,25.00,78,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  21:22:0
52,0.00,0.06,0.00,0.00,13.21,0.00,0.00,13.21,25.00,78,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  21:33:0
53,0.00,0.00,0.00,0.00,13.21,0.00,0.00,13.21,25.00,78,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  21:44:0
54,0.00,0.13,0.00,0.00,13.21,0.00,0.00,13.21,25.00,78,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  21:55:0
55,0.00,0.15,0.00,0.00,13.21,0.00,0.00,13.21,25.00,78,14.88,12.89,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.09,0.20,0.63,1.90,2017/2/14  22:6:0
56,0.00,0.07,0.00,0.02,13.20,0.26,0.00,13.20,25.00,77,13.22,13.19,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  22:18:0
57,0.00,0.17,0.00,0.01,13.20,0.13,0.00,13.20,25.00,77,13.22,13.19,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  22:29:0
58,0.00,0.11,0.00,0.00,13.20,0.00,0.00,13.20,25.00,77,13.22,13.19,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  22:40:0
59,0.00,0.13,0.00,0.00,13.20,0.00,0.00,13.20,25.00,77,13.22,13.19,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  22:51:0
60,0.00,0.04,0.00,0.00,13.20,0.00,0.00,13.20,25.00,77,13.22,13.18,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  23:2:0
61,0.00,0.00,0.00,0.00,13.20,0.00,0.00,13.20,25.00,77,13.22,13.18,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  23:13:0
62,0.00,0.02,0.00,0.01,13.19,0.13,0.00,13.19,25.00,77,13.22,13.18,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  23:24:0
63,0.00,0.01,0.00,0.01,13.19,0.13,0.00,13.19,25.00,77,13.22,13.18,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  23:35:0
64,0.00,0.02,0.00,0.01,13.19,0.13,0.00,13.19,25.00,77,13.22,13.18,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  23:46:0
65,0.00,0.02,0.00,0.00,13.19,0.00,0.00,13.19,25.00,77,13.22,13.17,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  23:57:0
66,0.00,0.04,0.00,0.00,13.19,0.00,0.00,13.19,25.00,77,13.22,13.17,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  0:8:0
67,0.00,0.03,0.00,0.00,13.18,0.00,0.00,13.18,25.00,77,13.22,13.17,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  0:19:0
68,0.00,0.03,0.00,0.01,13.18,0.13,0.00,13.18,25.00,77,13.22,13.16,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  0:30:0
69,0.00,0.00,0.00,0.00,13.18,0.00,0.00,13.18,25.00,77,13.22,13.16,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  0:41:0
70,0.00,0.03,0.00,0.01,13.18,0.13,0.00,13.18,25.00,77,13.22,13.16,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  0:52:0
71,0.00,0.02,0.00,0.01,13.17,0.13,0.00,13.17,25.00,77,13.22,13.16,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  1:3:0
72,0.00,0.00,0.00,0.00,13.18,0.00,0.00,13.18,25.00,77,13.22,13.16,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  1:14:0
73,0.00,0.06,0.00,0.01,13.17,0.13,0.00,13.17,25.00,76,13.22,13.16,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  1:25:0
74,0.00,0.05,0.00,0.01,13.17,0.13,0.00,13.17,25.00,76,13.22,13.15,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  1:36:0
75,0.00,0.00,0.00,0.01,13.17,0.13,0.00,13.17,25.00,76,13.22,13.15,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  1:47:0
76,0.00,0.03,0.00,0.00,13.17,0.00,0.00,13.17,25.00,76,13.22,13.15,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  1:58:0
77,0.00,0.02,0.00,0.00,13.17,0.00,0.00,13.17,25.00,76,13.22,13.15,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  2:9:0
78,0.00,0.01,0.00,0.01,13.17,0.13,0.00,13.17,25.00,76,13.22,13.15,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  2:20:0
79,0.00,0.00,0.00,0.01,13.16,0.13,0.00,13.16,25.00,76,13.22,13.14,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  2:31:0
80,0.00,0.05,0.00,0.00,13.16,0.00,0.00,13.16,25.00,76,13.22,13.14,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  2:42:0
81,0.00,0.00,0.00,0.00,13.16,0.00,0.00,13.16,25.00,76,13.22,13.14,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  2:53:0
82,0.00,0.00,0.00,0.00,13.16,0.00,0.00,13.16,25.00,76,13.22,13.14,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  3:4:0
83,0.00,0.00,0.00,0.00,13.16,0.00,0.00,13.16,25.00,76,13.22,13.14,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  3:15:0
84,0.00,0.05,0.00,0.01,13.16,0.13,0.00,13.16,25.00,75,13.22,13.14,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  3:27:0
85,0.00,0.01,0.00,0.01,13.15,0.13,0.00,13.15,25.00,75,13.22,13.14,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  3:38:0
86,0.00,0.05,0.00,0.00,13.15,0.00,0.00,13.15,25.00,76,13.22,13.14,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  3:49:0
87,0.00,0.04,0.00,0.01,13.16,0.13,0.00,13.16,25.00,75,13.22,13.14,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  4:0:0
88,0.00,0.00,0.00,0.01,13.15,0.13,0.00,13.15,25.00,75,13.22,13.14,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  4:11:0
89,0.00,0.08,0.00,0.02,13.15,0.26,0.00,13.15,25.00,75,13.22,13.13,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  4:22:0
90,0.00,0.14,0.00,0.00,13.15,0.00,0.00,13.15,25.00,75,13.22,13.13,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  4:33:0
91,0.00,1.77,0.00,0.01,13.15,0.13,0.00,13.15,25.00,75,13.22,13.13,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  4:44:0
92,0.00,3.98,0.00,0.01,13.15,0.13,0.00,13.15,25.00,75,13.22,13.13,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  4:55:0
93,0.00,11.02,0.00,0.01,13.15,0.13,0.00,13.15,25.00,75,13.22,13.13,CutOut,NotCharging,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  5:6:0
94,0.00,14.03,0.00,0.00,13.13,0.00,0.00,13.13,25.00,75,13.29,13.06,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  5:17:0
95,0.03,14.03,0.52,0.01,13.15,0.13,0.04,13.15,25.00,75,13.29,13.06,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  5:28:0
96,0.06,14.11,0.92,0.01,13.20,0.13,0.07,13.20,25.00,77,13.29,13.06,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  5:39:0
97,0.11,14.47,1.72,0.01,13.27,0.13,0.13,13.27,25.00,80,13.29,13.06,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  5:50:0
98,0.22,14.44,3.21,0.00,13.41,0.00,0.24,13.41,25.00,85,13.44,13.06,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.20,0.63,1.90,2017/2/14  6:1:0
99,0.68,18.25,12.57,0.02,14.79,0.29,0.85,14.79,25.00,100,14.94,13.06,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.21,0.64,1.91,2017/2/14  6:12:0
100,0.33,20.75,7.00,0.00,14.29,0.00,0.49,14.29,25.00,100,14.94,13.06,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.21,0.64,1.91,2017/2/14  6:23:0
101,0.27,21.50,5.89,0.01,14.38,0.14,0.41,14.38,25.00,100,14.94,13.06,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.21,0.64,1.91,2017/2/14  6:34:0
102,0.26,20.97,5.46,0.01,14.38,0.14,0.38,14.38,25.00,100,14.94,13.06,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.21,0.64,1.91,2017/2/14  6:45:0
103,0.23,21.48,5.02,0.00,14.37,0.00,0.35,14.37,25.00,100,14.94,13.06,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.21,0.64,1.91,2017/2/14  6:56:0
104,0.23,20.55,4.89,0.00,14.39,0.00,0.34,14.39,25.00,100,14.94,13.06,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.21,0.64,1.91,2017/2/14  7:7:0
105,0.21,20.88,4.45,0.01,14.37,0.14,0.31,14.37,25.00,100,14.94,13.06,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.21,0.64,1.91,2017/2/14  7:18:0
106,0.21,21.17,4.46,0.00,14.41,0.00,0.31,14.41,25.00,100,14.94,13.06,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.21,0.64,1.91,2017/2/14  7:29:0
107,0.19,21.69,4.33,0.00,14.44,0.00,0.30,14.44,25.00,100,14.94,13.06,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.21,0.64,1.91,2017/2/14  7:40:0
108,0.18,22.14,4.16,0.00,14.37,0.00,0.29,14.37,25.00,100,14.94,13.06,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.22,0.65,1.92,2017/2/14  7:51:0
109,0.20,21.65,4.33,0.00,14.46,0.00,0.30,14.46,25.00,100,14.94,13.06,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.22,0.65,1.92,2017/2/14  8:2:0
110,0.14,22.51,3.33,0.00,13.88,0.00,0.24,13.88,25.00,100,14.94,13.06,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.22,0.65,1.92,2017/2/14  8:13:0
111,0.14,22.12,3.30,0.00,13.75,0.00,0.24,13.75,25.00,98,14.94,13.06,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.22,0.65,1.92,2017/2/14  8:24:0
112,0.13,22.02,3.03,0.00,13.80,0.00,0.22,13.80,25.00,99,14.94,13.06,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.22,0.65,1.92,2017/2/14  8:36:0
113,0.14,22.48,3.17,0.00,13.81,0.00,0.23,13.81,25.00,100,14.94,13.06,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.22,0.65,1.92,2017/2/14  8:47:0
